startX,bin,pins
782.5,bin4,'pinR1C8|pinR1C7|pinR2C7|pinR3C8|pinR3C9|pinR4C8|pinR5C9|pinR6C8|pinR6C7|pinR8C7|pinR8C6|pinR9C6|'
933.5,bin11,'pinR2C9|pinR1C9|pinR3C9|pinR6C10|wall|rightwall|wall|pinR9C11|pinR8C10|pinR9C11|pinR10C10|wallsep|pinR11C11|wallsep|'
1132.5,bin9,'wall|pinR5C10|pinR4C9|pinR5C8|pinR7C8|pinR10C9|pinR11C10|pinR10C10|pinR10C9|pinR11C10|'
417.5,bin4,'pinR2C4|pinR3C4|pinR4C3|pinR6C4|pinR6C3|pinR8C4|pinR8C4|pinR9C4|pinR10C3|pinR10C3|pinR10C3|pinR11C3|'
261.5,bin5,'pinR2C2|pinR3C3|pinR2C3|pinR3C3|pinR5C4|pinR4C4|pinR5C4|pinR6C4|pinR7C4|pinR8C4|pinR10C5|pinR11C6|pinR10C6|pinR11C6|'
366.5,bin4,'pinR1C4|pinR2C3|pinR2C4|pinR3C4|pinR5C3|pinR4C2|pinR6C2|pinR6C3|pinR8C3|pinR8C3|pinR9C4|pinR9C3|pinR11C3|sep|pinSep4|'
478.5,bin8,'pinR1C5|pinR1C4|pinR3C5|pinR2C5|pinR5C6|pinR4C6|pinR6C6|pinR7C6|pinR8C6|pinR10C7|pinR10C8|pinSep8|sep|'
881.5,bin8,'pinR1C9|pinR3C8|pinR3C8|pinR3C8|pinR4C8|pinR5C8|pinR6C7|pinR7C7|pinR10C5|pinR9C5|pinSep6|pinSep7|pinSep7|pinSep7|pinSep7|pinSep7|'
670.5,bin6,'pinR1C7|pinR3C6|pinR4C5|pinR4C4|pinR3C4|pinR5C4|pinR8C5|pinR9C7|pinR11C7|'
970.5,bin11,'pinR1C10|pinR3C9|pinR2C8|pinR3C8|pinR4C8|pinR4C8|pinR4C8|pinR5C8|pinR6C8|pinR9C10|pinR9C11|pinR10C10|pinR11C11|wallsep|pinR11C11|pinR11C11|wallsep|'
627.5,bin3,'pinR2C6|pinR2C5|pinR3C6|pinR3C6|pinR4C6|pinR4C6|pinR5C7|pinR5C7|pinR5C7|pinR6C7|pinR7C7|pinR9C6|pinR9C5|'
61.5,bin2,'wall|pinR5C2|pinR5C3|pinR5C2|pinR6C2|pinR8C1|pinR7C1|wall|'
375.5,bin4,'pinR1C4|pinR1C3|pinR2C3|pinR5C5|pinR4C5|pinR6C4|pinR5C5|pinR8C5|pinR8C4|pinR8C4|pinR8C4|pinR9C5|pinR11C4|pinR11C3|pinR11C3|sep|pinSep3|'
368.5,bin6,'pinR1C4|pinR2C3|pinR2C4|pinR3C4|pinR3C5|pinR4C4|pinR5C5|pinR6C5|pinR5C5|pinR6C4|pinR7C5|pinR8C5|pinR9C6|pinR8C6|pinR10C6|pinR11C6|pinR11C5|'
269.5,bin4,'pinR1C3|pinR3C2|pinR3C1|pinR4C1|wall|pinR9C2|pinR9C3|pinR10C3|pinR11C3|sep|'
115.5,bin1,'sep|'
1117.5,bin10,'wall|pinR4C10|pinR4C9|pinR7C11|pinR7C11|pinR7C11|pinR7C11|pinR8C10|pinR9C11|wall|'
954.5,bin11,'pinR2C9|pinR2C10|pinR3C10|pinR4C9|pinR4C8|pinR4C8|pinR4C8|pinR5C8|pinR6C8|pinR7C9|pinR6C9|pinR9C10|pinR8C9|pinR10C9|'
920.5,bin9,'pinR2C9|pinR4C8|pinR4C7|pinR4C8|pinR5C8|pinR8C6|pinR8C6|pinR10C7|pinR10C8|pinR10C8|pinR11C9|pinSep8|sep|'
208.5,bin1,'pinR1C2|pinR4C3|pinR3C4|pinR5C3|pinR6C2|pinR8C1|pinR7C2|pinR9C2|pinR10C1|pinR10C2|pinSep1|'
348.5,bin4,'pinR2C3|pinR1C4|pinR2C3|pinR3C4|pinR5C3|pinR6C1|pinR7C2|pinR7C2|pinR7C2|pinR8C1|pinR9C2|pinR10C2|pinR9C3|pinR11C3|pinSep3|sep|'
341.5,bin1,'pinR2C3|pinR2C3|pinR4C4|pinR4C3|pinR6C4|pinR5C4|pinR8C3|pinR8C3|pinR9C3|sep|pinSep1|wallsep|'
551.5,bin10,'pinR2C5|pinR2C6|pinR2C6|pinR3C7|pinR3C7|pinR4C7|pinR4C7|pinR5C7|pinR6C7|pinR6C8|pinR7C8|pinR9C9|pinR9C10|pinR9C10|pinR10C9|pinR11C10|pinR11C11|pinSep10|pinSep10|pinSep10|'
930.5,bin8,'pinR2C9|pinR2C8|pinR2C7|pinR3C8|pinR4C8|pinR7C10|pinR7C11|pinR10C9|pinR10C9|pinSep8|pinSep8|sep|'
765.5,bin8,'sep|'
341.5,bin2,'pinR2C3|pinR3C4|pinR3C3|pinR4C3|pinR5C4|pinR5C5|pinR7C4|pinR7C4|pinR8C4|pinR9C4|pinR10C3|sep|'
969.5,bin5,'pinR1C10|pinR3C9|pinR3C8|pinR7C7|pinR5C7|pinR8C7|'
985.5,bin6,'pinR1C10|pinR1C9|pinR1C9|pinR2C9|pinR4C8|pinR4C7|pinR6C6|pinR5C6|pinR7C6|pinR9C7|pinR8C7|pinR10C7|'
460.5,bin4,'pinR2C4|pinR3C5|pinR3C6|pinR2C6|pinR4C6|pinR3C7|pinR5C7|pinR7C8|pinR6C7|pinR8C7|pinR11C6|pinR11C4|'
1040.5,bin4,'pinR2C10|pinR2C10|pinR4C9|pinR3C9|pinR4C9|pinR5C9|pinR6C8|pinR10C6|pinR10C5|pinSep5|pinSep3|'
924.5,bin7,'pinR2C9|pinR2C8|pinR3C9|pinR6C7|pinR6C7|pinR8C6|pinR9C6|pinR9C6|pinR11C7|pinR11C7|pinR11C7|pinSep7|pinSep7|'
666.5,bin5,'pinR1C7|pinR2C6|pinR2C7|pinR3C7|pinR6C5|pinR6C5|pinR8C4|pinR9C4|pinR9C4|pinR10C4|pinR10C3|pinR11C4|pinR11C4|pinSep4|'
930.5,bin11,'pinR2C9|pinR1C9|pinR2C8|pinR3C9|pinR6C10|pinR5C11|pinR7C11|pinR7C11|wall|pinR9C11|pinR9C10|pinR10C10|wallsep|pinR11C11|wallsep|pinR11C11|wallsep|'
55.5,bin5,'wall|pinR5C2|pinR5C3|pinR4C3|pinR6C3|pinR6C4|pinR7C4|pinR8C3|pinR8C2|pinR9C3|pinSep4|sep|'
662.5,bin6,'pinR2C6|pinR3C7|pinR2C7|pinR2C7|pinR3C8|pinR3C9|pinR5C8|pinR5C9|pinR6C8|pinR9C7|pinR9C7|pinR9C7|pinR10C6|pinR10C6|pinR11C7|'
1027.5,bin10,'pinR2C10|pinR2C9|pinR3C10|pinR3C10|pinR4C10|pinR4C10|pinR5C10|pinR7C11|wall|pinR7C11|wall|pinR9C11|pinR9C10|pinR10C10|pinR10C10|pinR10C10|pinR11C11|'
370.5,bin2,'pinR1C4|pinR3C3|pinR4C2|pinR4C1|pinR3C1|pinR4C1|pinR5C1|leftwall|wall|pinR7C1|wall|wall|pinR9C1|pinR9C2|pinSep2|sep|pinSep3|pinSep2|pinSep2|'
617.5,bin9,'pinR2C6|pinR3C6|pinR8C8|pinR7C9|pinR7C10|pinR8C10|pinR10C10|pinR11C10|pinR10C9|pinR11C10|pinSep9|sep|'
719.5,bin3,'pinR2C7|pinR3C7|pinR3C6|pinR3C6|pinR4C6|pinR6C5|pinR6C4|pinR8C5|pinR8C6|pinR9C6|pinR9C5|pinSep4|sep|'
405.5,bin2,'pinR1C4|pinR1C5|pinR3C5|pinR6C3|pinR7C3|pinR7C2|pinR6C1|pinR9C1|pinR9C1|wall|leftwall|pinR11C1|pinR11C2|'
489.5,bin7,'pinR1C5|pinR1C5|pinR2C5|pinR4C4|pinR4C4|pinR4C4|pinR5C4|pinR6C4|pinR8C5|pinR7C6|pinR9C6|pinR9C6|pinR10C6|pinSep7|'
1023.5,bin11,'pinR2C10|pinR2C9|pinR3C9|pinR4C9|pinR5C9|pinR5C10|pinR6C9|pinR6C9|pinR6C9|pinR7C10|pinR9C9|pinR9C10|pinR10C9|pinR10C9|pinR11C10|pinSep10|wallsep|'
1040.5,bin7,'pinR2C10|pinR2C10|wall|pinR7C10|pinR7C9|pinR7C10|pinR8C9|pinR10C8|sep|pinSep6|sep|pinSep7|'
46.5,bin6,'wall|pinR5C2|pinR4C2|pinR6C1|pinR6C1|pinR7C2|pinR7C2|pinR8C2|pinR10C3|pinR10C4|pinR9C5|pinSep5|pinSep6|sep|pinSep5|'
320.5,bin4,'pinR2C3|pinR4C2|pinR4C1|pinR4C2|pinR5C2|pinR7C3|pinR7C4|pinR8C3|pinR9C3|pinR9C3|pinR10C3|pinR11C3|pinSep3|sep|'
96.5,bin7,'pinR1C1|pinR1C2|pinR2C1|pinR3C2|pinR3C3|pinR4C2|pinR5C3|pinR8C4|pinR8C5|pinR7C6|pinR8C5|pinR10C6|pinR9C7|pinR11C6|'
490.5,bin5,'pinR1C5|pinR1C5|pinR2C5|pinR3C5|pinR5C6|pinR4C6|pinR5C6|pinR6C6|pinR6C7|pinR7C7|pinR10C5|pinR11C5|pinR11C6|pinSep5|sep|'
605.5,bin8,'pinR1C6|pinR1C7|pinR5C8|pinR4C8|pinR5C8|pinR6C7|pinR6C7|pinR6C7|pinR6C7|pinR7C8|pinR9C7|pinR9C8|pinR10C7|pinR10C7|pinR11C7|pinSep7|sep|pinSep8|'
1100.5,bin11,'pinR1C11|rightwall|pinR3C11|wall|wall|pinR6C10|pinR5C10|pinR6C10|pinR7C11|wall|rightwall|wall|pinR9C11|pinR8C10|pinR10C10|pinR11C10|wallsep|'
412.5,bin9,'pinR1C4|pinR2C4|pinR2C3|pinR4C4|pinR5C5|pinR5C6|pinR7C6|pinR7C7|pinR8C7|pinR8C8|pinR9C8|pinR11C9|pinR11C8|pinSep8|sep|sep|'
1090.5,bin11,'pinR1C11|pinR1C11|pinR2C10|pinR3C10|pinR3C10|pinR3C10|pinR4C9|pinR5C10|pinR5C11|pinR6C10|wall|pinR11C10|pinR10C9|'
194.5,bin4,'pinR1C2|pinR3C3|pinR2C3|pinR3C3|pinR3C3|pinR4C3|pinR6C2|pinR5C3|pinR7C3|pinR9C4|pinR9C5|pinR8C5|pinR10C5|'
657.5,bin8,'pinR2C6|pinR3C8|pinR5C8|pinR5C7|pinR6C7|pinR8C6|pinR8C5|pinR10C6|pinR11C7|pinR10C7|pinR11C8|pinSep7|sep|'
92.5,bin3,'pinR1C1|pinR1C1|pinR2C1|pinR3C1|leftwall|wall|pinR5C1|pinR6C1|pinR8C2|pinR8C2|pinR9C3|pinR9C2|pinR10C2|pinR11C2|pinSep2|sep|'
372.5,bin2,'pinR1C4|pinR4C2|pinR4C1|pinR3C2|pinR4C2|pinR5C2|pinR6C1|pinR5C1|pinR7C1|pinR7C1|pinR7C1|pinR8C1|wall|'
765.5,bin8,'sep|'
960.5,bin11,'pinR2C9|pinR3C10|pinR3C11|wall|pinR3C11|wall|pinR5C11|pinR6C10|pinR7C10|pinR7C11|pinR8C10|pinR9C10|pinR11C11|pinR11C10|pinSep10|pinSep10|pinSep10|'
1062.5,bin7,'pinR2C10|pinR3C11|wall|pinR6C10|pinR11C8|pinR11C7|pinR11C8|'
685.5,bin9,'pinR1C7|pinR1C6|pinR3C6|pinR7C8|pinR7C9|pinR7C10|pinR8C9|pinR11C8|pinR10C8|pinR11C8|'
661.5,bin10,'pinR2C6|pinR3C7|pinR2C7|pinR2C7|pinR3C7|pinR5C8|pinR4C8|pinR6C8|pinR7C8|pinR7C7|pinR8C7|pinR11C9|pinR10C9|pinR10C9|pinR11C9|'
933.5,bin7,'pinR2C9|pinR1C9|pinR2C9|pinR3C9|pinR4C8|pinR4C8|pinR5C8|pinR5C7|pinR8C6|pinR8C4|pinR9C5|pinR9C5|pinR10C4|pinSep5|pinSep6|sep|'
825.5,bin11,'pinR2C8|pinR2C7|pinR4C8|pinR3C9|pinR5C9|pinR6C9|pinR7C10|pinR6C10|pinR9C11|pinR8C10|pinR10C10|pinR11C11|pinR11C10|'
701.5,bin9,'pinR1C7|pinR1C8|pinR3C7|pinR4C7|pinR5C7|pinR5C6|pinR6C6|pinR6C6|pinR7C6|pinR8C6|pinR10C7|pinR9C8|pinR10C7|pinR11C8|sep|'
886.5,bin9,'pinR1C9|pinR2C8|pinR5C7|pinR6C5|pinR9C7|pinR9C8|pinR8C8|pinR9C8|pinR11C9|pinR10C8|pinSep8|sep|'
125.5,bin2,'pinR2C1|wall|pinR4C1|pinR4C2|pinR6C1|pinR5C1|pinR7C1|wall|pinR7C1|pinR9C1|wall|wall|pinR11C1|sep|'
782.5,bin7,'pinR1C8|pinR1C7|pinR2C7|pinR5C9|pinR4C9|pinR5C9|pinR5C9|pinR6C9|pinR8C8|pinR9C9|pinR9C8|pinR11C8|'
418.5,bin1,'pinR2C4|pinR3C4|pinR2C3|pinR2C3|pinR2C3|pinR2C3|pinR2C3|pinR2C3|pinR2C3|pinR3C3|pinR3C3|pinR4C2|pinR4C1|pinR6C1|pinR6C2|pinR8C1|pinR8C2|pinR9C2|wallsep|pinR11C1|wallsep|pinR11C1|'
866.5,bin5,'pinR1C9|pinR2C8|pinR2C9|pinR3C9|pinR5C8|pinR5C7|pinR6C7|pinR7C7|pinR8C5|pinR11C6|'
517.5,bin3,'pinR2C5|pinR3C5|pinR2C4|pinR2C4|pinR3C4|pinR5C3|pinR4C2|pinR5C3|pinR7C2|pinR6C2|pinR8C2|pinR8C2|pinR9C3|pinR9C3|pinR9C3|pinR10C2|pinSep3|'
677.5,bin5,'pinR1C7|pinR1C6|pinR3C7|pinR2C6|pinR4C6|pinR4C6|pinR5C7|pinR5C8|pinR7C8|pinR6C8|pinR8C8|pinR9C8|pinR10C7|pinR10C6|pinR10C5|pinR10C5|pinR11C6|sep|'
163.5,bin2,'pinR2C1|pinR4C1|pinR6C1|pinR7C2|pinR8C1|pinR7C1|wall|pinR11C2|pinR10C1|'
96.5,bin4,'pinR1C1|pinR1C2|pinR2C1|pinR4C2|pinR4C3|pinR6C2|pinR7C1|pinR9C1|pinR9C2|pinSep3|'
1136.5,bin10,'wall|pinR5C10|pinR4C9|pinR6C10|pinR6C9|pinR8C10|pinR7C10|pinR9C10|pinR11C11|wallsep|pinR11C11|pinSep10|sep|'
832.5,bin10,'pinR2C8|pinR1C8|pinR2C8|pinR3C8|pinR4C8|pinR5C9|pinR5C9|pinR6C8|pinR6C8|pinR7C8|pinR7C8|pinR8C7|pinR10C8|sep|'
233.5,bin1,'pinR2C2|pinR1C2|pinR2C2|pinR3C2|pinR5C1|wall|pinR5C1|pinR7C1|wall|pinR7C1|pinR9C1|pinR9C1|pinR9C1|pinR10C1|pinR11C1|wallsep|'
1137.5,bin10,'wall|pinR5C10|pinR4C9|pinR5C10|pinR5C10|pinR6C10|pinR6C10|pinR7C10|pinR8C10|wall|pinR9C11|pinSep10|'
347.5,bin3,'pinR2C3|pinR1C4|pinR2C3|pinR3C4|pinR6C5|pinR6C6|pinR6C7|pinR8C6|pinR9C6|pinR9C5|pinR9C5|pinR10C4|pinR9C4|pinSep3|sep|'
434.5,bin1,'pinR2C4|pinR1C4|pinR2C4|pinR2C4|pinR3C5|pinR4C4|pinR7C3|wallsep|pinR11C1|wallsep|pinR11C1|wallsep|'
568.5,bin8,'pinR1C6|pinR2C5|pinR2C6|pinR3C6|pinR3C7|pinR6C7|pinR5C7|pinR6C7|pinR7C7|pinR9C8|pinR9C9|pinR11C8|pinR11C7|'
802.5,bin9,'pinR1C8|pinR1C9|pinR3C8|pinR3C8|pinR4C7|pinR4C7|pinR5C7|pinR8C8|pinR7C8|pinR8C8|pinR9C8|pinR10C7|pinR10C6|pinSep7|pinSep8|pinSep8|pinSep8|'
685.5,bin1,'pinR1C7|pinR2C6|pinR4C5|pinR4C5|pinR5C5|pinR8C3|pinR8C2|pinR10C2|pinR10C1|pinR9C1|pinR10C1|wallsep|pinR11C1|wallsep|pinR11C1|wallsep|'
936.5,bin9,'pinR2C9|pinR1C9|pinR4C9|pinR6C9|pinR8C9|sep|'
545.5,bin10,'pinR2C5|pinR1C6|pinR2C5|pinR2C5|pinR3C5|pinR4C5|pinR5C6|pinR4C6|pinR5C7|pinR7C7|pinR7C7|pinR9C8|pinR8C8|pinR9C8|pinR10C8|pinSep9|sep|'
240.5,bin1,'pinR2C2|pinR1C3|pinR1C3|pinR2C2|pinR3C3|pinR3C2|pinR6C1|pinR5C2|pinR7C2|pinR9C3|pinR9C2|pinR10C2|pinR10C2|pinR11C2|'
781.5,bin11,'pinR1C8|pinR1C7|pinR2C7|pinR2C7|pinR3C8|pinR3C8|pinR4C7|pinR5C8|pinR6C7|pinR7C8|pinR8C8|pinR7C8|pinR9C8|pinR11C9|pinR11C10|pinR11C11|wallsep|'
273.5,bin2,'pinR1C3|pinR1C2|pinR2C1|pinR4C1|pinR3C1|pinR5C2|pinR7C1|wall|pinR7C1|wall|pinR10C1|pinR11C3|pinSep2|sep|pinSep1|'
709.5,bin9,'pinR1C7|pinR3C8|pinR4C8|pinR4C9|pinR3C10|pinR4C9|pinR4C9|pinR5C9|pinR6C9|pinR7C10|pinR6C9|pinR8C9|pinR8C8|pinR9C9|pinR10C8|pinR10C8|pinR11C8|pinSep8|sep|'
197.5,bin3,'pinR1C2|pinR3C3|pinR3C4|pinR4C4|pinR5C4|pinR7C3|pinR6C2|pinR7C3|pinR7C3|pinR8C3|pinR9C3|pinR10C2|pinR9C3|pinSep3|sep|'
973.5,bin6,'pinR1C10|pinR5C8|pinR6C6|pinR6C5|pinR6C4|pinR6C4|pinR7C5|pinR9C4|pinR10C3|pinSep4|pinSep5|pinSep5|pinSep5|'
694.5,bin6,'pinR1C7|pinR3C8|pinR2C8|pinR3C9|pinR5C9|pinR5C8|pinR9C7|pinR10C6|pinR10C7|pinR11C7|pinR11C7|pinSep6|pinSep5|sep|'
62.5,bin3,'wall|pinR4C1|pinR4C2|pinR5C2|pinR5C1|pinR7C1|wall|wall|pinR9C1|pinR10C1|pinR9C2|pinR10C1|pinSep2|pinSep3|pinSep3|sep|'
980.5,bin11,'pinR1C10|pinR1C9|pinR2C9|pinR3C10|pinR3C9|pinR5C10|pinR5C9|pinR6C9|pinR8C10|pinR9C11|wall|pinR9C11|wall|pinR11C11|pinR11C10|'
90.5,bin1,'pinR1C1|pinR1C1|pinR2C1|wall|pinR7C2|pinR6C2|pinR8C1|wall|leftwall|wall|wallsep|pinR11C1|pinR11C2|pinR11C2|'
973.5,bin10,'pinR1C10|pinR2C8|pinR4C8|pinR4C7|pinR5C7|pinR5C7|pinR5C7|pinR6C6|pinR7C7|pinR9C8|pinR8C8|pinR9C9|pinR10C8|pinSep9|sep|'
743.5,bin3,'pinR2C7|pinR1C8|pinR2C7|pinR4C7|pinR5C8|pinR5C7|pinR6C7|pinR6C6|pinR7C7|pinR9C6|pinR8C5|pinR9C6|pinR10C5|pinR11C5|pinR11C4|sep|pinSep3|sep|'
969.5,bin6,'pinR1C10|pinR3C9|pinR3C8|pinR4C8|pinR5C8|pinR5C7|pinR7C8|pinR6C8|pinR7C9|pinR8C8|pinR9C9|pinSep7|sep|pinSep5|sep|'
238.5,bin7,'pinR2C2|pinR1C2|pinR2C2|pinR3C2|pinR4C2|pinR6C3|pinR6C4|pinR5C4|pinR7C4|pinR7C5|pinR8C4|pinR10C5|pinR10C5|pinR11C6|pinR11C6|pinR11C6|pinR11C6|pinSep6|pinSep6|pinSep6|'
323.5,bin3,'pinR2C3|pinR3C2|pinR4C2|pinR5C3|pinR5C3|pinR6C2|pinR6C2|pinR7C2|pinR10C3|pinR9C3|pinR10C3|pinR11C3|pinR11C4|pinSep3|sep|pinSep2|'
1076.5,bin7,'pinR1C11|pinR1C10|pinR2C10|wall|pinR3C11|pinR4C10|pinR6C10|pinR6C9|pinR5C9|pinR8C8|pinR7C9|pinR9C9|pinR9C8|pinR11C8|pinR11C7|pinR11C7|pinSep7|sep|'
392.5,bin1,'pinR1C4|pinR2C4|pinR4C3|pinR4C3|pinR5C4|pinR5C3|pinR6C3|pinR8C2|pinR7C2|pinR8C2|pinR8C2|pinR8C2|pinR9C3|pinR10C2|'
122.5,bin3,'pinR2C1|wall|leftwall|wall|pinR5C1|pinR4C1|pinR6C1|pinR7C1|wall|wall|pinR10C1|pinR9C2|pinR10C1|pinR11C2|sep|pinSep3|'
435.5,bin4,'pinR2C4|pinR1C4|pinR2C4|pinR3C5|pinR6C3|pinR5C4|pinR6C3|pinR7C4|pinR7C4|pinR8C3|pinR10C4|pinR10C5|pinSep4|pinSep3|'
1076.5,bin8,'pinR1C11|pinR1C10|pinR2C10|pinR4C9|pinR3C9|pinR4C9|pinR6C8|pinR5C9|pinR6C9|pinR7C9|pinR7C9|pinR7C9|pinR8C9|pinR10C8|pinR10C9|pinR11C9|sep|'
62.5,bin7,'wall|pinR4C1|pinR4C2|pinR4C1|pinR5C2|pinR7C3|pinR11C5|pinR11C7|pinR10C6|pinR11C7|pinR11C7|pinR11C7|pinSep7|pinSep7|'
800.5,bin4,'pinR1C8|pinR1C9|pinR2C8|pinR5C7|pinR4C6|pinR4C6|pinR5C7|pinR7C6|pinR8C5|pinR7C5|pinR8C5|pinR10C4|pinR9C4|sep|'
876.5,bin8,'pinR1C9|pinR1C8|pinR3C9|pinR3C9|pinR4C9|pinR4C9|pinR5C10|pinR7C9|pinR7C8|pinR7C8|pinR8C8|pinR10C7|pinR10C6|pinR11C7|'
660.5,bin8,'pinR2C6|pinR3C7|pinR3C8|pinR2C8|pinR3C8|pinR4C8|pinR7C7|pinR6C6|pinR7C7|pinR8C6|pinR11C8|pinR11C9|pinR10C9|pinR11C9|pinSep8|'
167.5,bin2,'pinR1C2|pinR2C1|pinR2C2|pinR3C2|pinR4C1|pinR3C1|pinR5C1|wall|wall|pinR8C1|pinR7C2|pinR8C1|pinR9C1|leftwall|wall|pinR11C1|pinR11C1|'
185.5,bin5,'pinR1C2|pinR2C1|pinR2C1|pinR3C2|pinR4C2|pinR4C3|pinR5C3|pinR6C3|pinR9C5|pinR9C6|pinR8C6|pinR9C6|pinR10C6|pinR11C6|'
71.5,bin1,'pinR1C1|wall|leftwall|pinR1C1|pinR3C1|leftwall|pinR5C1|pinR6C1|pinR6C1|pinR7C1|pinR8C1|wall|pinR10C1|pinR11C1|wallsep|'
599.5,bin8,'pinR1C6|pinR1C7|pinR3C6|pinR3C7|pinR4C6|pinR5C6|pinR5C5|pinR6C5|pinR7C6|pinR8C5|pinR11C7|pinR11C8|'
814.5,bin8,'sep|'
607.5,bin9,'pinR1C6|pinR4C7|pinR4C8|pinR4C7|pinR5C8|pinR5C8|pinR6C8|pinR7C8|pinR7C8|pinR8C7|pinR8C7|pinR9C8|pinR10C7|pinR11C8|pinR11C9|pinSep8|sep|pinSep9|'
1002.5,bin11,'pinR1C10|pinR1C11|pinR2C10|pinR3C10|pinR3C9|pinR4C9|pinR7C11|wall|pinR7C11|wall|pinR9C11|pinR10C10|pinR9C10|pinR11C10|wallsep|'
191.5,bin2,'pinR1C2|pinR1C2|pinR1C2|pinR2C1|pinR3C2|pinR4C2|pinR3C3|pinR5C3|pinR8C1|pinR7C1|pinR9C1|wall|wall|pinSep1|'
365.5,bin4,'sep|'
1027.5,bin10,'pinR2C10|pinR2C9|pinR2C9|pinR3C10|pinR4C9|pinR4C10|pinR7C11|wall|pinR7C11|rightwall|wall|pinR9C11|pinR10C10|pinR10C10|pinR11C10|pinR11C9|pinSep9|sep|'
900.5,bin9,'pinR1C9|pinR1C10|pinR2C9|pinR5C8|pinR4C7|pinR5C8|pinR7C7|pinR7C6|pinR8C6|pinR11C8|pinR11C9|pinR11C10|'
821.5,bin4,'pinR2C8|pinR3C7|pinR7C6|pinR6C5|pinR7C6|pinR8C5|pinR9C6|'
768.5,bin9,'pinR1C8|pinR2C7|pinR1C8|pinR2C8|pinR4C8|pinR6C8|pinR7C8|pinR8C8|pinR7C8|pinR8C8|pinR9C9|pinR10C9|pinR11C10|pinR11C10|pinSep9|'
983.5,bin8,'pinR1C10|pinR1C9|pinR2C9|pinR3C10|pinR3C11|pinR5C10|pinR6C10|pinR8C9|pinR8C9|pinR9C9|pinR10C8|pinR10C8|pinR10C8|pinR11C9|'
45.5,bin3,'wall|pinR5C2|pinR4C2|pinR4C1|pinR6C1|pinR6C1|pinR7C2|pinR8C1|pinR8C1|pinR9C1|pinR10C1|'
95.5,bin2,'pinR1C1|pinR1C2|pinR2C1|pinR3C1|wall|wall|pinR6C1|pinR6C1|pinR7C1|pinR7C2|pinR8C1|wall|pinR10C1|'
904.5,bin8,'pinR1C9|pinR1C10|pinR2C9|pinR5C8|pinR4C7|pinR5C8|pinR7C8|pinR7C7|pinR8C7|pinR11C9|pinR10C9|pinR11C9|'
492.5,bin7,'pinR1C5|pinR1C5|pinR2C5|pinR3C6|pinR2C6|pinR4C6|pinR5C6|pinR5C7|pinR6C6|pinR8C7|pinR7C8|pinR10C7|pinR11C8|sep|pinSep6|sep|'
1120.5,bin6,'wall|pinR5C10|pinR5C9|pinR5C10|pinR6C9|pinR7C9|pinR7C8|pinR8C8|pinR9C9|pinSep7|sep|'
1151.5,bin10,'rightwall|wall|pinR4C10|pinR8C8|pinR9C8|pinR8C7|pinSep9|sep|'
469.5,bin5,'pinR1C5|pinR3C4|pinR3C3|pinR3C4|pinR4C3|pinR7C2|pinR6C1|pinR6C1|pinR6C1|pinR6C1|pinR6C1|pinR7C1|pinR8C1|pinR11C3|pinR11C5|'
367.5,bin4,'pinR1C4|pinR2C3|pinR2C4|pinR4C3|pinR3C3|pinR5C3|pinR7C2|pinR7C1|pinR8C1|pinR8C2|pinR11C3|pinR11C4|pinR11C3|'
341.5,bin2,'pinR2C3|pinR1C4|pinR2C3|pinR3C4|pinR6C2|pinR6C1|pinR6C2|pinR7C2|pinR8C1|pinR11C3|pinR10C2|pinR11C3|'
1035.5,bin6,'pinR2C10|pinR1C10|pinR2C10|pinR3C11|pinR5C10|pinR8C8|'
1116.5,bin5,'wall|pinR3C11|pinR4C10|pinR4C9|pinR4C10|pinR5C10|pinR7C9|pinR11C7|pinR11C5|pinR10C5|sep|'
705.5,bin7,'pinR1C7|pinR1C8|pinR4C8|pinR5C9|pinR4C8|pinR5C9|pinR7C8|pinR7C7|pinR7C7|pinR8C7|pinR11C6|pinR10C5|pinSep6|sep|'
892.5,bin9,'pinR1C9|pinR1C9|pinR1C9|pinR2C9|pinR4C8|pinR4C9|pinR5C9|pinR8C7|pinR7C7|pinR9C8|pinR11C9|pinR11C8|'
104.5,bin4,'pinR1C1|pinR1C2|pinR2C1|pinR3C1|wall|pinR3C1|pinR4C1|pinR6C1|wall|pinR7C1|pinR10C2|pinR9C3|pinR10C2|'
444.5,bin9,'pinR2C4|pinR1C5|pinR2C4|pinR2C4|pinR2C4|pinR3C4|pinR4C4|pinR4C4|pinR5C5|pinR5C6|pinR6C5|pinR9C7|pinR9C7|pinR11C8|sep|'
759.5,bin6,'pinR2C7|pinR4C8|pinR4C9|pinR4C8|pinR5C9|pinR8C7|pinR8C7|pinR8C7|pinR9C8|pinR10C7|'
