1364.5 bin8
1204.5 bin10
1021.5 bin11
1295.5 bin15
165.5 bin2
1140.5 bin16
599.5 bin14
1266.5 bin14
746.5 bin9
985.5 bin9
221.5 bin2
121.5 bin3
1667.5 bin18
1215.5 bin15
324.5 bin11
1668.5 bin11
494.5 bin8
624.5 bin6
823.5 bin10
1171.5 bin16
996.5 bin14
1369.5 bin18
788.5 bin12
335.5 bin3
1139.5 bin17
384.5 bin1
1032.5 bin9
271.5 bin7
1424.5 bin16
1010.5 bin17
70.5 bin5
1435.5 bin15
112.5 bin6
1424.5 bin16
1082.5 bin14
1419.5 bin18
333.5 bin2
458.5 bin6
1578.5 bin12
562.5 bin5
161.5 bin2
625.5 bin2
1578.5 bin18
71.5 bin8
1167.5 bin15
1281.5 bin12
959.5 bin10
227.5 bin3
253.5 bin9
84.5 bin2
868.5 bin13
1188.5 bin16
881.5 bin16
1468.5 bin14
263.5 bin3
521.5 bin5
1504.5 bin18
1316.5 bin13
1198.5 bin16
1120.5 bin11
1439.5 bin16
46.5 bin2
119.5 bin2
1322.5 bin17
710.5 bin7
1643.5 bin14
1689.5 bin17
676.5 bin14
524.5 bin6
486.5 bin7
1517.5 bin11
1637.5 bin18
1027.5 bin13
1304.5 bin14
133.5 bin2
639.5 bin8
1106.5 bin16
1621.5 bin16
1290.5 bin15
200.5 bin6
325.5 bin4
116.5 bin3
403.5 bin2
277.5 bin5
750.5 bin9
1042.5 bin5
485.5 bin10
1416.5 bin18
508.5 bin7
368.5 bin5
280.5 bin3
1320.5 bin12
116.5 bin9
1379.5 bin16
1187.5 bin12
272.5 bin6
1604.5 bin18
1388.5 bin14
679.5 bin8
1368.5 bin19
142.5 bin3
1178.5 bin9
917.5 bin13
1372.5 bin15
151.5 bin4
895.5 bin7
1201.5 bin14
953.5 bin13
192.5 bin1
1124.5 bin9
151.5 bin1
364.5 bin2
1384.5 bin16
1179.5 bin12
1699.5 bin14
1159.5 bin15
1417.5 bin18
1677.5 bin15
645.5 bin10
637.5 bin10
1615.5 bin19
394.28536987305 bin2
1405.5 bin17
1478.5 bin14
1172.5 bin17
1129.5 bin11
942.5 bin1
1518.5 bin19
713.5 bin10
118.5 bin2
622.5 bin7
57.5 bin2
190.5 bin3
984.5 bin8
1140.5 bin15
1365.5 bin13
1661.5 bin18
598.5 bin10
366.5 bin2
522.5 bin4
689.5 bin14
1287.5 bin16
975.5 bin11
1420.5 bin10
910.5 bin18
70.5 bin7
537.5 bin10
525.5 bin6
1364.5 bin14
1204.5 bin8
1021.5 bin7
1295.5 bin16
165.5 bin2
1140.5 bin17
599.5 bin18
1266.5 bin16
746.5 bin10
985.5 bin7
221.5 bin2
121.5 bin8
1667.5 bin17
1215.5 bin15
324.5 bin3
1668.5 bin15
494.5 bin6
624.5 bin8
1364.5 bin15
1204.5 bin14
1021.5 bin12
1364.5 bin17
1204.5 bin15
1364.5 bin19
1204.5 bin18
